ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
208662_s_at	5.82e-02	2.96e-02	2.241705	-4.368143	0.4779904	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
206480_at	5.82e-02	2.97e-02	-2.241612	-4.368333	-0.2157162	LTC4S	leukotriene C4 synthase
217903_at	5.82e-02	2.97e-02	2.241499	-4.368564	0.4537583	STRN4	striatin 4
212208_at	5.83e-02	2.97e-02	-2.241376	-4.368815	-0.5171242	MED13L	mediator complex subunit 13 like
235322_at	5.83e-02	2.97e-02	-2.241349	-4.36887	-0.5127016	LOC101927151	uncharacterized LOC101927151
218465_at	5.83e-02	2.97e-02	2.24122	-4.369134	0.5694956	TMEM33	transmembrane protein 33
213311_s_at	5.83e-02	2.97e-02	-2.240692	-4.37021	-0.4225571	TCF25	transcription factor 25
235442_at	5.83e-02	2.97e-02	2.240669	-4.370259	0.5766192	CXorf56	chromosome X open reading frame 56
217757_at	5.84e-02	2.97e-02	-2.240523	-4.370557	-0.8258787	A2M	alpha-2-macroglobulin
203919_at	5.84e-02	2.97e-02	-2.240324	-4.370963	-0.8527837	TCEA2	transcription elongation factor A2
242742_at	5.84e-02	2.98e-02	-2.239943	-4.37174	-0.3174806		
243397_at	5.84e-02	2.98e-02	-2.239872	-4.371886	-0.349947		
44563_at	5.85e-02	2.98e-02	-2.23946	-4.372725	-0.4439163	WRAP53	WD repeat containing antisense to TP53
214614_at	5.85e-02	2.98e-02	2.239343	-4.372965	0.7387943	MNX1	motor neuron and pancreas homeobox 1
210256_s_at	5.85e-02	2.98e-02	2.239183	-4.373291	0.6948742	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
207353_s_at	5.86e-02	2.99e-02	-2.238758	-4.374157	-0.2782443	HMX1	H6 family homeobox 1
233869_x_at	5.86e-02	2.99e-02	2.238579	-4.374523	0.5146762	DKFZP586B0319	DKFZP586B0319 protein
1553882_at	5.86e-02	2.99e-02	-2.238468	-4.374749	-0.1745546	LINC00504	long intergenic non-protein coding RNA 504
243681_at	5.86e-02	2.99e-02	-2.238385	-4.374918	-0.8716239	SHANK2	SH3 and multiple ankyrin repeat domains 2
226179_at	5.86e-02	2.99e-02	-2.238281	-4.37513	-1.0415002	SLC25A37	solute carrier family 25 member 37
214266_s_at	5.86e-02	2.99e-02	2.238242	-4.375211	0.5774064	PDLIM7	PDZ and LIM domain 7
39817_s_at	5.86e-02	2.99e-02	2.238105	-4.37549	0.43218	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
226300_at	5.87e-02	2.99e-02	2.237943	-4.37582	0.4024426	MED19	mediator complex subunit 19
205229_s_at	5.87e-02	2.99e-02	2.2379	-4.375907	1.7655539	COCH	cochlin
208972_s_at	5.87e-02	2.99e-02	2.237809	-4.376093	0.4630484	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)
1557938_s_at	5.87e-02	2.99e-02	-2.237755	-4.376203	-0.7562441	PTRF	polymerase I and transcript release factor
214299_at	5.87e-02	3.00e-02	-2.237237	-4.377259	-0.2764834	TOP3A	topoisomerase (DNA) III alpha
212327_at	5.87e-02	3.00e-02	-2.237128	-4.377482	-0.9997485	LIMCH1	LIM and calponin homology domains 1
211652_s_at	5.87e-02	3.00e-02	2.237088	-4.377564	1.6599937	LBP	lipopolysaccharide binding protein
227437_at	5.88e-02	3.00e-02	2.236872	-4.378004	0.4647468	NRAV	negative regulator of antiviral response (non-protein coding)
243013_at	5.88e-02	3.00e-02	-2.236817	-4.378115	-0.367601		
200011_s_at	5.88e-02	3.00e-02	2.236695	-4.378365	0.5061089	ARF3	ADP ribosylation factor 3
223472_at	5.88e-02	3.00e-02	2.236563	-4.378633	0.4063897	WHSC1	Wolf-Hirschhorn syndrome candidate 1
1553130_at	5.88e-02	3.00e-02	-2.236469	-4.378826	-0.2333034	LOC652276	potassium channel tetramerization domain containing 5 pseudogene
201729_s_at	5.88e-02	3.00e-02	2.236321	-4.379126	0.7962323	KIAA0100	KIAA0100
1555906_s_at	5.88e-02	3.00e-02	2.236152	-4.379472	0.4953134	TCAIM	T-cell activation inhibitor, mitochondrial
218470_at	5.89e-02	3.00e-02	2.236025	-4.37973	0.3130635	YARS2	tyrosyl-tRNA synthetase 2
212798_s_at	5.89e-02	3.00e-02	-2.236006	-4.379768	-0.5743632	ANKMY2	ankyrin repeat and MYND domain containing 2
200847_s_at	5.89e-02	3.01e-02	-2.235464	-4.380874	-0.3394892	SARAF	store-operated calcium entry associated regulatory factor
218624_s_at	5.89e-02	3.01e-02	2.235351	-4.381102	0.4962934	CENPBD1P1	CENPB DNA-binding domains containing 1 pseudogene 1
201153_s_at	5.89e-02	3.01e-02	-2.235334	-4.381138	-0.3355147	MBNL1	muscleblind like splicing regulator 1
224934_at	5.89e-02	3.01e-02	2.235253	-4.381303	0.4193563	YIPF5	Yip1 domain family member 5
1555514_a_at	5.90e-02	3.01e-02	2.235165	-4.381483	0.5291194	PIAS2	protein inhibitor of activated STAT 2
222682_s_at	5.90e-02	3.01e-02	2.235044	-4.381729	0.5452229	FAM114A2	family with sequence similarity 114 member A2
202522_at	5.90e-02	3.01e-02	2.234889	-4.382044	0.2966769	PITPNB	phosphatidylinositol transfer protein beta
217722_s_at	5.91e-02	3.02e-02	2.234141	-4.383567	0.4165502	NGRN	neugrin, neurite outgrowth associated
212303_x_at	5.91e-02	3.02e-02	-2.233955	-4.383946	-0.5074282	KHSRP	KH-type splicing regulatory protein
1569040_s_at	5.91e-02	3.02e-02	2.23392	-4.384017	0.9998288	ANKRD36BP2	ankyrin repeat domain 36B pseudogene 2
235965_at	5.91e-02	3.02e-02	2.233783	-4.384297	0.5413435	BHLHA15	basic helix-loop-helix family member a15
212082_s_at	5.92e-02	3.02e-02	-2.233358	-4.385163	-0.2239753	MYL6	myosin light chain 6
225857_s_at	5.92e-02	3.02e-02	2.233315	-4.385251	0.5597281	SNHG17	small nucleolar RNA host gene 17
203818_s_at	5.92e-02	3.02e-02	-2.233309	-4.385262	-0.474933	SF3A3	splicing factor 3a subunit 3
235765_at	5.92e-02	3.02e-02	-2.23314	-4.385607	-0.3602571	TLE4	transducin like enhancer of split 4
216300_x_at	5.92e-02	3.02e-02	-2.233107	-4.385674	-0.4323598	RARA	retinoic acid receptor alpha
1565651_at	5.92e-02	3.03e-02	2.232918	-4.386058	0.722318		
236286_at	5.92e-02	3.03e-02	-2.23276	-4.38638	-0.1991751	PROCA1	protein interacting with cyclin A1
212842_x_at	5.92e-02	3.03e-02	-2.232652	-4.386599	-0.4155149	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
227778_at	5.93e-02	3.03e-02	-2.232584	-4.386739	-0.5410759	MROH1	maestro heat like repeat family member 1
230416_at	5.93e-02	3.03e-02	2.232565	-4.386777	0.7588143	PDZD8	PDZ domain containing 8
221712_s_at	5.93e-02	3.03e-02	2.232387	-4.387138	0.5253485	WDR74	WD repeat domain 74
202264_s_at	5.93e-02	3.03e-02	2.232281	-4.387355	0.3736467	TOMM40	translocase of outer mitochondrial membrane 40
244147_at	5.93e-02	3.03e-02	-2.23216	-4.387601	-0.239503		
241985_at	5.93e-02	3.03e-02	-2.231863	-4.388204	-0.4376297	JMY	junction mediating and regulatory protein, p53 cofactor
217040_x_at	5.93e-02	3.03e-02	-2.231764	-4.388407	-0.3491598	SOX15	SRY-box 15
204524_at	5.94e-02	3.04e-02	2.231453	-4.389039	0.4301666	LOC101060747///PDPK1	3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1
229723_at	5.94e-02	3.04e-02	2.231123	-4.38971	1.0094986	TAGAP	T-cell activation RhoGTPase activating protein
220132_s_at	5.94e-02	3.04e-02	2.23108	-4.389798	0.824931	CLEC2D	C-type lectin domain family 2 member D
231173_at	5.94e-02	3.04e-02	-2.230977	-4.390007	-0.3650043	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
233085_s_at	5.94e-02	3.04e-02	2.230889	-4.390187	0.564398	NABP1	nucleic acid binding protein 1
202378_s_at	5.94e-02	3.04e-02	-2.230885	-4.390195	-0.4431924	LEPROT	leptin receptor overlapping transcript
225277_at	5.94e-02	3.04e-02	-2.230846	-4.390274	-0.3627354	SLC39A13	solute carrier family 39 member 13
222659_at	5.95e-02	3.04e-02	2.230386	-4.391209	0.4358608	IPO11-LRRC70///IPO11	IPO11-LRRC70 readthrough///importin 11
226854_at	5.95e-02	3.04e-02	2.230371	-4.391241	0.5393517	MTG2	mitochondrial ribosome associated GTPase 2
89476_r_at	5.95e-02	3.04e-02	-2.230361	-4.391261	-0.2193176	NPEPL1	aminopeptidase-like 1
214901_at	5.95e-02	3.05e-02	2.230184	-4.39162	0.5668011	ZNF8	zinc finger protein 8
237849_at	5.95e-02	3.05e-02	-2.229959	-4.392078	-0.7233979		
204670_x_at	5.96e-02	3.05e-02	2.229805	-4.39239	0.8545674	LOC100996809///HLA-DRB4///HLA-DRB1	HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1
230679_at	5.96e-02	3.05e-02	2.229691	-4.392623	0.6058705	DCAF10	DDB1 and CUL4 associated factor 10
218162_at	5.96e-02	3.05e-02	-2.229331	-4.393356	-0.9202656	OLFML3	olfactomedin like 3
210827_s_at	5.97e-02	3.05e-02	2.228891	-4.394249	1.0097516	ELF3	E74 like ETS transcription factor 3
226141_at	5.97e-02	3.06e-02	-2.228563	-4.394917	-0.4590322	CCDC149	coiled-coil domain containing 149
1555491_a_at	5.98e-02	3.06e-02	2.228203	-4.395648	0.4923731	C19orf66	chromosome 19 open reading frame 66
219284_at	5.98e-02	3.06e-02	2.228121	-4.395813	0.7639578	HSPBAP1	HSPB1 associated protein 1
218641_at	5.98e-02	3.06e-02	-2.228027	-4.396005	-0.6122009	C11orf95	chromosome 11 open reading frame 95
215376_at	5.98e-02	3.06e-02	2.227959	-4.396143	0.5041266		
209331_s_at	5.98e-02	3.06e-02	2.227769	-4.396529	0.3108701	MAX	MYC associated factor X
200761_s_at	5.98e-02	3.06e-02	-2.227747	-4.396573	-0.4936116	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
242255_at	5.98e-02	3.06e-02	2.22769	-4.39669	0.4535893	WDR37	WD repeat domain 37
223167_s_at	5.98e-02	3.06e-02	-2.227451	-4.397175	-0.5004177	USP25	ubiquitin specific peptidase 25
212901_s_at	5.98e-02	3.07e-02	2.227401	-4.397277	0.3316559	CSTF2T	cleavage stimulation factor subunit 2, tau variant
224815_at	5.99e-02	3.07e-02	2.226965	-4.398162	0.2993611	COMMD7	COMM domain containing 7
210930_s_at	5.99e-02	3.07e-02	2.22691	-4.398274	2.1290335	ERBB2	erb-b2 receptor tyrosine kinase 2
214733_s_at	5.99e-02	3.07e-02	2.226745	-4.39861	0.4716541	YIPF1	Yip1 domain family member 1
207724_s_at	5.99e-02	3.07e-02	2.226609	-4.398886	0.5524906	SPAST	spastin
1554020_at	5.99e-02	3.07e-02	2.226544	-4.399017	0.9658184	BICD1	BICD cargo adaptor 1
235349_at	5.99e-02	3.07e-02	-2.226493	-4.399122	-0.3024986	RMDN2	regulator of microtubule dynamics 2
203757_s_at	6.00e-02	3.07e-02	2.226438	-4.399233	2.7224959	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6
204633_s_at	6.00e-02	3.07e-02	-2.226285	-4.399543	-0.7399503	RPS6KA5	ribosomal protein S6 kinase A5
226355_at	6.00e-02	3.07e-02	2.226199	-4.399717	0.5274502	POC1A	POC1 centriolar protein A
202607_at	6.00e-02	3.07e-02	-2.226078	-4.399964	-0.5049316	NDST1	N-deacetylase and N-sulfotransferase 1
218964_at	6.00e-02	3.08e-02	-2.225973	-4.400176	-0.4142937	ARID3B	AT-rich interaction domain 3B
1555837_s_at	6.00e-02	3.08e-02	2.225808	-4.400511	0.3088193	POLR2B	RNA polymerase II subunit B
212667_at	6.01e-02	3.08e-02	-2.225448	-4.401242	-0.8375359	SPARC	secreted protein acidic and cysteine rich
227253_at	6.01e-02	3.08e-02	2.225179	-4.40179	1.7882108	CP	ceruloplasmin (ferroxidase)
219071_x_at	6.01e-02	3.08e-02	2.225059	-4.402032	0.4212621	HGH1	HGH1 homolog
223250_at	6.01e-02	3.08e-02	2.225054	-4.402043	0.7219999	KLHL7	kelch like family member 7
228065_at	6.02e-02	3.08e-02	2.22468	-4.402801	0.4395401	BCL9L	B-cell CLL/lymphoma 9-like
205831_at	6.02e-02	3.09e-02	2.224595	-4.402975	1.3957102	CD2	CD2 molecule
220547_s_at	6.02e-02	3.09e-02	-2.224522	-4.403123	-0.4108542	FAM35A	family with sequence similarity 35 member A
1558486_at	6.02e-02	3.09e-02	-2.224414	-4.403341	-0.7697994	ZNF493	zinc finger protein 493
1557122_s_at	6.02e-02	3.09e-02	-2.224347	-4.403478	-0.4682248	GABRB2	gamma-aminobutyric acid type A receptor beta2 subunit
232884_s_at	6.02e-02	3.09e-02	-2.224302	-4.403569	-0.7190034	ZNF853	zinc finger protein 853
223856_at	6.02e-02	3.09e-02	-2.224156	-4.403865	-0.3297017	AKR1E2	aldo-keto reductase family 1 member E2
218882_s_at	6.02e-02	3.09e-02	2.224072	-4.404035	0.4179599	WDR3	WD repeat domain 3
221085_at	6.02e-02	3.09e-02	2.224051	-4.404078	0.5950258	TNFSF15	tumor necrosis factor superfamily member 15
204729_s_at	6.02e-02	3.09e-02	2.223991	-4.404199	0.6301669	STX1A	syntaxin 1A
219340_s_at	6.02e-02	3.09e-02	2.223989	-4.404204	0.3863439	CLN8	ceroid-lipofuscinosis, neuronal 8
213485_s_at	6.02e-02	3.09e-02	2.223952	-4.404279	0.4823637	ABCC10	ATP binding cassette subfamily C member 10
233907_s_at	6.03e-02	3.09e-02	2.223607	-4.404979	0.7513923	SERTAD4	SERTA domain containing 4
205181_at	6.03e-02	3.09e-02	2.223536	-4.405123	0.4444724	ZSCAN9	zinc finger and SCAN domain containing 9
235339_at	6.03e-02	3.09e-02	-2.223514	-4.405168	-0.4844367	SETDB2	SET domain bifurcated 2
204305_at	6.03e-02	3.09e-02	2.22335	-4.4055	0.8005658	MIPEP	mitochondrial intermediate peptidase
216755_at	6.03e-02	3.09e-02	-2.223287	-4.405628	-0.2420312	OSBPL10	oxysterol binding protein like 10
209134_s_at	6.04e-02	3.10e-02	-2.222709	-4.4068	-0.2561797	RPS6	ribosomal protein S6
224902_at	6.04e-02	3.10e-02	-2.22267	-4.406879	-0.5649594	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
232757_at	6.04e-02	3.10e-02	2.222271	-4.407689	0.5238683		
213142_x_at	6.04e-02	3.10e-02	2.222158	-4.407917	0.6660345	GSAP	gamma-secretase activating protein
223660_at	6.05e-02	3.11e-02	2.221696	-4.408854	0.7032811	ADORA3	adenosine A3 receptor
216007_at	6.05e-02	3.11e-02	-2.221381	-4.409493	-0.2035387		
235174_s_at	6.05e-02	3.11e-02	2.221319	-4.409618	0.9538894	LINC01003	long intergenic non-protein coding RNA 1003
203780_at	6.06e-02	3.11e-02	2.221193	-4.409875	0.906013	MPZL2	myelin protein zero like 2
214323_s_at	6.06e-02	3.11e-02	-2.221136	-4.409989	-0.368445	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
243158_at	6.07e-02	3.12e-02	2.220169	-4.411949	0.6308595		
213290_at	6.07e-02	3.12e-02	-2.22011	-4.412069	-0.536833	COL6A2	collagen type VI alpha 2 chain
1558102_at	6.07e-02	3.12e-02	-2.220021	-4.412249	-0.8722749	HDGFRP3	hepatoma-derived growth factor, related protein 3
203320_at	6.07e-02	3.12e-02	2.219736	-4.412826	0.5853025	SH2B3	SH2B adaptor protein 3
1564413_at	6.08e-02	3.12e-02	-2.219347	-4.413615	-0.2162276	LINC01356	long intergenic non-protein coding RNA 1356
1559723_s_at	6.08e-02	3.12e-02	2.219165	-4.413982	0.4949186	C9orf3	chromosome 9 open reading frame 3
1569110_x_at	6.08e-02	3.12e-02	2.219137	-4.41404	1.2411209	LOC728613	programmed cell death 6 pseudogene
242633_x_at	6.08e-02	3.13e-02	-2.218901	-4.414519	-0.2504664	ZNF75A	zinc finger protein 75a
222829_s_at	6.09e-02	3.13e-02	-2.218608	-4.41511	-0.346729	IL20RA	interleukin 20 receptor subunit alpha
239234_at	6.09e-02	3.13e-02	2.218114	-4.416111	0.3146019		
210146_x_at	6.10e-02	3.13e-02	2.218027	-4.416288	0.6959631	LILRB2	leukocyte immunoglobulin like receptor B2
234988_at	6.10e-02	3.13e-02	2.217831	-4.416685	0.4123881	VCPIP1	valosin containing protein interacting protein 1
226098_at	6.10e-02	3.13e-02	2.217829	-4.416687	0.4298976	IFT80	intraflagellar transport 80
204178_s_at	6.10e-02	3.13e-02	2.217772	-4.416803	0.3010256	RBM14	RNA binding motif protein 14
223939_at	6.10e-02	3.14e-02	2.21762	-4.41711	0.8573966	SUCNR1	succinate receptor 1
218625_at	6.10e-02	3.14e-02	-2.217536	-4.417281	-1.4080777	NRN1	neuritin 1
224316_at	6.10e-02	3.14e-02	-2.217233	-4.417894	-0.5891062		
212430_at	6.10e-02	3.14e-02	2.217191	-4.41798	0.6457966	RBM38	RNA binding motif protein 38
202431_s_at	6.11e-02	3.14e-02	2.217037	-4.418292	0.965269	MYC	v-myc avian myelocytomatosis viral oncogene homolog
207722_s_at	6.11e-02	3.14e-02	-2.216979	-4.418408	-0.1796561	BTBD2	BTB domain containing 2
223513_at	6.11e-02	3.14e-02	2.216974	-4.418419	0.5611884	CENPJ	centromere protein J
230281_at	6.11e-02	3.14e-02	-2.216679	-4.419016	-0.6518788	C16orf46	chromosome 16 open reading frame 46
213203_at	6.11e-02	3.14e-02	2.21659	-4.419196	0.3761459	SNAPC5	small nuclear RNA activating complex polypeptide 5
225316_at	6.11e-02	3.14e-02	2.216453	-4.419473	0.7558438	MFSD2A	major facilitator superfamily domain containing 2A
238565_at	6.12e-02	3.15e-02	2.215823	-4.420747	0.3308828		
223507_at	6.12e-02	3.15e-02	-2.215729	-4.420937	-0.2971923	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit
213119_at	6.12e-02	3.15e-02	2.215615	-4.421167	0.3960167	SLC36A1	solute carrier family 36 member 1
212169_at	6.12e-02	3.15e-02	-2.215463	-4.421477	-0.474093	FKBP9	FK506 binding protein 9
201365_at	6.13e-02	3.16e-02	-2.214755	-4.422909	-0.3675708	OAZ2	ornithine decarboxylase antizyme 2
206571_s_at	6.14e-02	3.16e-02	2.214563	-4.423295	0.4785624	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4
242711_x_at	6.14e-02	3.16e-02	-2.214265	-4.423899	-0.5386295	FANCM	Fanconi anemia complementation group M
223241_at	6.14e-02	3.16e-02	2.214261	-4.423907	0.6422623	MIR6836///SNX8	microRNA 6836///sorting nexin 8
200077_s_at	6.14e-02	3.16e-02	2.21421	-4.424009	0.2003823	OAZ1	ornithine decarboxylase antizyme 1
203811_s_at	6.14e-02	3.16e-02	2.214141	-4.424149	0.563687	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
1554242_a_at	6.14e-02	3.16e-02	2.214038	-4.424356	1.4446423	COCH	cochlin
227153_at	6.15e-02	3.17e-02	-2.213407	-4.425633	-0.4925201	IMMP2L	inner mitochondrial membrane peptidase subunit 2
225357_s_at	6.15e-02	3.17e-02	2.213191	-4.42607	0.2742919	INO80	INO80 complex subunit
237180_at	6.16e-02	3.17e-02	2.212849	-4.426761	0.5553122		
236725_at	6.16e-02	3.17e-02	-2.212354	-4.427761	-0.705178	WWC1	WW and C2 domain containing 1
219881_s_at	6.17e-02	3.18e-02	2.211944	-4.428589	0.3286674	CTC-338M12.4	uncharacterized LOC101928649
1556211_a_at	6.18e-02	3.18e-02	-2.211539	-4.429407	-0.8601153		
238017_at	6.18e-02	3.18e-02	2.211436	-4.429615	1.9324564	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5
239809_at	6.18e-02	3.18e-02	-2.211331	-4.429827	-0.7080502		
215579_at	6.19e-02	3.19e-02	-2.210754	-4.430992	-0.2823354	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
225886_at	6.19e-02	3.19e-02	-2.210679	-4.431144	-0.5827968	DDX5	DEAD-box helicase 5
242208_at	6.19e-02	3.19e-02	-2.210602	-4.431299	-0.4682531	ZNF37BP	zinc finger protein 37B, pseudogene
205613_at	6.19e-02	3.19e-02	-2.210183	-4.432144	-1.0168137	SYT17	synaptotagmin 17
203385_at	6.20e-02	3.19e-02	2.209808	-4.432902	0.8641921	DGKA	diacylglycerol kinase alpha
211387_x_at	6.20e-02	3.19e-02	2.20978	-4.432959	0.3669623	RNGTT	RNA guanylyltransferase and 5'-phosphatase
233037_at	6.20e-02	3.19e-02	-2.209742	-4.433035	-0.5757496		
205555_s_at	6.20e-02	3.19e-02	2.209723	-4.433073	0.5330394	MSX2	msh homeobox 2
242049_s_at	6.20e-02	3.19e-02	-2.209589	-4.433344	-0.3320468	NBAS	neuroblastoma amplified sequence
216438_s_at	6.20e-02	3.19e-02	2.209566	-4.43339	0.4041751	TMSB4X	thymosin beta 4, X-linked
213888_s_at	6.20e-02	3.20e-02	2.20946	-4.433605	1.0969646	TRAF3IP3	TRAF3 interacting protein 3
202880_s_at	6.20e-02	3.20e-02	2.209448	-4.433628	0.5514144	CYTH1	cytohesin 1
57539_at	6.21e-02	3.20e-02	-2.208663	-4.435213	-0.5485388	ZGPAT///LIME1	zinc finger CCCH-type and G-patch domain containing///Lck interacting transmembrane adaptor 1
212190_at	6.21e-02	3.20e-02	2.208601	-4.435338	1.0264939	SERPINE2	serpin family E member 2
212317_at	6.21e-02	3.20e-02	-2.208539	-4.435463	-0.2913659	TNPO3	transportin 3
204491_at	6.22e-02	3.20e-02	-2.208282	-4.435982	-0.4164272	PDE4D	phosphodiesterase 4D
203494_s_at	6.22e-02	3.21e-02	-2.208023	-4.436504	-0.5095153	CEP57	centrosomal protein 57
201762_s_at	6.22e-02	3.21e-02	2.207995	-4.436561	0.5333336	MIR7703///PSME2	microRNA 7703///proteasome activator subunit 2
1558447_at	6.22e-02	3.21e-02	-2.207874	-4.436805	-0.9160154		
202965_s_at	6.22e-02	3.21e-02	-2.207844	-4.436865	-1.7117966	CAPN6	calpain 6
200677_at	6.22e-02	3.21e-02	2.207795	-4.436963	0.320081	PTTG1IP	pituitary tumor-transforming 1 interacting protein
209495_at	6.22e-02	3.21e-02	2.207687	-4.437182	0.2964865	CEP250	centrosomal protein 250
204555_s_at	6.22e-02	3.21e-02	2.207477	-4.437605	0.5632837	PPP1R3D	protein phosphatase 1 regulatory subunit 3D
226882_x_at	6.23e-02	3.21e-02	2.206882	-4.438806	0.7712787	WDR4	WD repeat domain 4
235456_at	6.23e-02	3.22e-02	2.20668	-4.439212	1.3903401		
216733_s_at	6.24e-02	3.22e-02	2.206548	-4.439479	0.8778913	GATM	glycine amidinotransferase
47069_at	6.24e-02	3.22e-02	-2.206537	-4.439501	-0.6957455	PRR5	proline rich 5
233609_at	6.24e-02	3.22e-02	2.20645	-4.439676	0.8469522	PTPRK	protein tyrosine phosphatase, receptor type K
1558508_a_at	6.24e-02	3.22e-02	2.206293	-4.439992	0.9870431	C1orf53	chromosome 1 open reading frame 53
205967_at	6.24e-02	3.22e-02	2.206053	-4.440477	0.3636373	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
204231_s_at	6.25e-02	3.22e-02	-2.205743	-4.441101	-0.6430791	FAAH	fatty acid amide hydrolase
242467_at	6.25e-02	3.22e-02	2.20551	-4.44157	0.5385542		
231713_s_at	6.26e-02	3.23e-02	-2.205024	-4.44255	-0.4700597	ELP2	elongator acetyltransferase complex subunit 2
214792_x_at	6.26e-02	3.23e-02	-2.204609	-4.443386	-0.3649378	VAMP2	vesicle associated membrane protein 2
220221_at	6.26e-02	3.23e-02	2.204527	-4.443551	0.5457824	VPS13D	vacuolar protein sorting 13 homolog D
233263_at	6.26e-02	3.23e-02	-2.204368	-4.443872	-0.2970573		
227459_at	6.26e-02	3.23e-02	2.204358	-4.443891	0.5308128		
224938_at	6.27e-02	3.24e-02	2.203828	-4.444958	0.7160829	NUFIP2	NUFIP2, FMR1 interacting protein 2
221240_s_at	6.27e-02	3.24e-02	-2.203674	-4.44527	-0.2699385	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
218942_at	6.27e-02	3.24e-02	2.203472	-4.445675	0.3765143	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
