ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204342_at	5.29e-02	2.65e-02	2.288941	-4.270871	0.3482023	SLC25A24	solute carrier family 25 member 24
224992_s_at	5.30e-02	2.65e-02	-2.288751	-4.271264	-0.3436674	CMIP	c-Maf inducing protein
225188_at	5.30e-02	2.65e-02	-2.288691	-4.271388	-0.5291955	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
220209_at	5.30e-02	2.66e-02	-2.288551	-4.27168	-0.322972	PYY2	peptide YY, 2 (pseudogene)
244665_at	5.30e-02	2.66e-02	-2.288541	-4.271701	-0.8992392		
226789_at	5.30e-02	2.66e-02	2.288468	-4.271851	1.0212195	EMB	embigin
228461_at	5.30e-02	2.66e-02	-2.288347	-4.272103	-0.5267823	SH3RF3	SH3 domain containing ring finger 3
54037_at	5.30e-02	2.66e-02	-2.288262	-4.27228	-0.3222589	HPS4	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2
229272_at	5.30e-02	2.66e-02	2.288137	-4.27254	0.6862524	FNBP4	formin binding protein 4
226113_at	5.31e-02	2.66e-02	2.287597	-4.273661	0.3707265	ZNF436	zinc finger protein 436
217864_s_at	5.32e-02	2.67e-02	2.286996	-4.274908	0.2637017	PIAS1	protein inhibitor of activated STAT 1
235569_at	5.32e-02	2.67e-02	-2.28696	-4.274981	-0.4188844	VPS37D	VPS37D, ESCRT-I subunit
201401_s_at	5.32e-02	2.67e-02	2.286894	-4.275119	0.3365483	GRK2	G protein-coupled receptor kinase 2
216488_s_at	5.32e-02	2.67e-02	2.286664	-4.275596	0.4324432	ATP11A	ATPase phospholipid transporting 11A
232303_at	5.32e-02	2.67e-02	-2.286655	-4.275614	-0.4183545	ZNF608	zinc finger protein 608
221894_at	5.32e-02	2.67e-02	2.286418	-4.276107	0.3608585	ADCK2	aarF domain containing kinase 2
225969_at	5.32e-02	2.67e-02	2.286094	-4.27678	0.4921589	ALKBH6	alkB homolog 6
211994_at	5.33e-02	2.67e-02	2.285916	-4.277149	0.4670155	WNK1	WNK lysine deficient protein kinase 1
213293_s_at	5.33e-02	2.68e-02	2.285374	-4.278271	0.8990619	TRIM22	tripartite motif containing 22
211887_x_at	5.33e-02	2.68e-02	2.285371	-4.278278	0.5769964	MSR1	macrophage scavenger receptor 1
239557_at	5.33e-02	2.68e-02	2.285314	-4.278397	0.4296752		
205518_s_at	5.33e-02	2.68e-02	2.285158	-4.278721	1.158035	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
1556672_a_at	5.34e-02	2.68e-02	-2.284708	-4.279652	-0.3955161	RBM6	RNA binding motif protein 6
212217_at	5.34e-02	2.68e-02	2.284529	-4.280024	0.3472791	PREPL	prolyl endopeptidase-like
237882_at	5.35e-02	2.68e-02	-2.284143	-4.280825	-0.2210198		
211342_x_at	5.35e-02	2.68e-02	-2.284059	-4.280998	-0.3625999	MED12	mediator complex subunit 12
222733_x_at	5.35e-02	2.69e-02	-2.283853	-4.281426	-0.1490813	RRP1	ribosomal RNA processing 1
224374_s_at	5.35e-02	2.69e-02	-2.283833	-4.281467	-0.8351103	EMILIN2	elastin microfibril interfacer 2
242473_at	5.35e-02	2.69e-02	2.283359	-4.28245	1.1018652	TRAF4	TNF receptor associated factor 4
200891_s_at	5.36e-02	2.69e-02	2.283295	-4.282582	0.296797	SSR1	signal sequence receptor subunit 1
224969_at	5.36e-02	2.69e-02	2.282715	-4.283784	0.3541676	ATXN7L3	ataxin 7 like 3
1556442_x_at	5.36e-02	2.69e-02	-2.282572	-4.28408	-0.2186402		
231845_at	5.36e-02	2.69e-02	-2.28249	-4.28425	-0.4926899	AARS2	alanyl-tRNA synthetase 2, mitochondrial
230122_at	5.37e-02	2.69e-02	2.282368	-4.284504	0.7899224	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
222632_s_at	5.37e-02	2.70e-02	2.282253	-4.284742	0.6294124	LZTFL1	leucine zipper transcription factor like 1
1564307_a_at	5.37e-02	2.70e-02	2.282199	-4.284853	1.2949773	A2ML1	alpha-2-macroglobulin like 1
216689_x_at	5.37e-02	2.70e-02	2.282118	-4.285021	0.5247378	ARHGAP1	Rho GTPase activating protein 1
231976_at	5.37e-02	2.70e-02	2.28203	-4.285202	0.6961777	LINS1	lines homolog 1
213026_at	5.37e-02	2.70e-02	2.281974	-4.285318	0.5004299	ATG12	autophagy related 12
213177_at	5.37e-02	2.70e-02	-2.281615	-4.286062	-0.2964472	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3
1553165_at	5.37e-02	2.70e-02	2.281507	-4.286286	0.7060302	SYNRG	synergin, gamma
209603_at	5.38e-02	2.70e-02	-2.281124	-4.287079	-1.4750983	GATA3	GATA binding protein 3
228550_at	5.38e-02	2.70e-02	2.281016	-4.287302	0.2445664	RTN4R	reticulon 4 receptor
222252_x_at	5.38e-02	2.70e-02	-2.280844	-4.28766	-0.1851384	UBQLN4	ubiquilin 4
220215_at	5.39e-02	2.71e-02	2.280509	-4.288352	0.4696814	ZNF669	zinc finger protein 669
320_at	5.39e-02	2.71e-02	-2.280381	-4.288618	-0.5828104	PEX6	peroxisomal biogenesis factor 6
223042_s_at	5.39e-02	2.71e-02	2.280334	-4.288716	0.3260895	FUNDC2	FUN14 domain containing 2
240176_at	5.39e-02	2.71e-02	2.280266	-4.288856	0.6023766		
242561_at	5.39e-02	2.71e-02	2.279943	-4.289526	0.4477808	IPO9	importin 9
229757_at	5.39e-02	2.71e-02	-2.279833	-4.289753	-0.5062542		
225979_at	5.39e-02	2.71e-02	2.279822	-4.289775	0.4500687	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
1555816_at	5.39e-02	2.71e-02	-2.2797	-4.290029	-0.2262009	THSD4	thrombospondin type 1 domain containing 4
233808_at	5.39e-02	2.71e-02	2.279606	-4.290223	0.3232434		
239538_at	5.40e-02	2.71e-02	2.279429	-4.290589	0.5486981	ZRANB3	zinc finger RANBP2-type containing 3
233540_s_at	5.40e-02	2.71e-02	-2.2793	-4.290856	-0.7969036	CDK5RAP2	CDK5 regulatory subunit associated protein 2
219429_at	5.40e-02	2.71e-02	2.279294	-4.290867	1.0248423	FA2H	fatty acid 2-hydroxylase
214805_at	5.40e-02	2.71e-02	2.27925	-4.29096	0.5815607	SNORD10///SNORA48///SNORA67///EIF4A1	small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1
227184_at	5.40e-02	2.71e-02	2.279248	-4.290964	0.5250098	PTAFR	platelet activating factor receptor
244177_at	5.40e-02	2.71e-02	2.279214	-4.291034	0.5206356	ING1	inhibitor of growth family member 1
204327_s_at	5.40e-02	2.72e-02	2.278866	-4.291753	0.7385833	ZNF202	zinc finger protein 202
235520_at	5.40e-02	2.72e-02	2.278773	-4.291946	0.6168901	ZNF280C	zinc finger protein 280C
201023_at	5.40e-02	2.72e-02	2.278596	-4.292313	0.3837156	TAF7	TATA-box binding protein associated factor 7
229033_s_at	5.40e-02	2.72e-02	2.278575	-4.292357	0.7898149	MUM1	melanoma associated antigen (mutated) 1
232202_at	5.41e-02	2.72e-02	2.278132	-4.293272	1.2207373	FAM83B	family with sequence similarity 83 member B
1554519_at	5.41e-02	2.72e-02	2.27809	-4.293358	0.8209674	CD80	CD80 molecule
224378_x_at	5.42e-02	2.73e-02	-2.277009	-4.295595	-0.5843624	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha
218061_at	5.43e-02	2.73e-02	2.276753	-4.296125	0.3497915	MEA1	male-enhanced antigen 1
225913_at	5.43e-02	2.73e-02	-2.276717	-4.2962	-0.5643544	PEAK1	pseudopodium enriched atypical kinase 1
211780_x_at	5.43e-02	2.73e-02	-2.276672	-4.296292	-0.3051372	DCTN1	dynactin subunit 1
213689_x_at	5.43e-02	2.73e-02	-2.276586	-4.296469	-1.1277348	FAM69A	family with sequence similarity 69 member A
223805_at	5.43e-02	2.73e-02	2.276309	-4.297043	1.033108	OSBPL6	oxysterol binding protein like 6
215559_at	5.43e-02	2.73e-02	-2.276292	-4.297078	-0.8018938	LOC101930322///ABCC6	multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6
225871_at	5.43e-02	2.73e-02	-2.276174	-4.297322	-0.9554019	STEAP2	STEAP2 metalloreductase
229710_at	5.43e-02	2.73e-02	-2.276108	-4.297458	-0.4797264	ERCC6L2	ERCC excision repair 6 like 2
215925_s_at	5.43e-02	2.74e-02	2.27603	-4.297619	0.6330156	CD72	CD72 molecule
220387_s_at	5.43e-02	2.74e-02	2.275783	-4.298129	0.7013264	HHLA3	HERV-H LTR-associating 3
221923_s_at	5.44e-02	2.74e-02	2.275647	-4.298411	0.5049823	NPM1	nucleophosmin
229254_at	5.44e-02	2.74e-02	-2.275498	-4.298719	-1.4234627	MFSD4A	major facilitator superfamily domain containing 4A
222725_s_at	5.44e-02	2.74e-02	-2.275315	-4.299097	-0.8891423	PALMD	palmdelphin
230710_at	5.44e-02	2.74e-02	2.275135	-4.299469	0.6255376	MIR210HG	MIR210 host gene
235547_at	5.44e-02	2.74e-02	2.275067	-4.299609	0.6597144	N4BP2L2	NEDD4 binding protein 2 like 2
226795_at	5.44e-02	2.74e-02	-2.274859	-4.300039	-0.6465983	LRCH1	leucine rich repeats and calponin homology domain containing 1
226638_at	5.44e-02	2.74e-02	-2.274818	-4.300124	-0.6986064	ARHGAP23	Rho GTPase activating protein 23
204944_at	5.45e-02	2.74e-02	-2.274702	-4.300364	-0.8525058	PTPRG	protein tyrosine phosphatase, receptor type G
232639_at	5.45e-02	2.74e-02	-2.274681	-4.300408	-0.1675985	EFCAB12	EF-hand calcium binding domain 12
214114_x_at	5.45e-02	2.75e-02	-2.274521	-4.300737	-0.3947484	FASTK	Fas activated serine/threonine kinase
211615_s_at	5.45e-02	2.75e-02	2.274474	-4.300835	0.3950272	LRPPRC	leucine rich pentatricopeptide repeat containing
243182_at	5.45e-02	2.75e-02	2.274455	-4.300873	0.5243083		
218808_at	5.45e-02	2.75e-02	-2.274249	-4.301301	-0.4497069	DALRD3	DALR anticodon binding domain containing 3
213144_at	5.46e-02	2.75e-02	2.27374	-4.302351	0.4065057	GOSR2	golgi SNAP receptor complex member 2
213249_at	5.46e-02	2.75e-02	-2.273563	-4.302716	-0.8265316	FBXL7	F-box and leucine rich repeat protein 7
214088_s_at	5.46e-02	2.75e-02	2.273424	-4.303003	0.8906844	FUT3	fucosyltransferase 3 (Lewis blood group)
233063_s_at	5.46e-02	2.76e-02	2.272938	-4.304008	0.6586862	GMDS-AS1	GMDS antisense RNA 1 (head to head)
242514_at	5.47e-02	2.76e-02	2.272734	-4.304428	0.6452971		
243952_at	5.47e-02	2.76e-02	-2.272655	-4.304591	-0.8344995	TPTEP1	transmembrane phosphatase with tensin homology pseudogene 1
226206_at	5.47e-02	2.76e-02	-2.272475	-4.304963	-0.4392529	MAFK	MAF bZIP transcription factor K
221548_s_at	5.47e-02	2.76e-02	-2.272016	-4.305911	-0.3907415	ILKAP	ILK associated serine/threonine phosphatase
213130_at	5.48e-02	2.76e-02	-2.271873	-4.306205	-0.3707903	ZNF473	zinc finger protein 473
205291_at	5.48e-02	2.76e-02	2.271799	-4.306358	1.2007723	IL2RB	interleukin 2 receptor subunit beta
215729_s_at	5.49e-02	2.77e-02	2.271088	-4.307826	2.1838847	VGLL1	vestigial like family member 1
1554640_at	5.49e-02	2.77e-02	2.270966	-4.308078	1.0646056	PALM2	paralemmin 2
220939_s_at	5.49e-02	2.77e-02	2.270843	-4.308331	0.3880285	DPP8	dipeptidyl peptidase 8
242905_at	5.49e-02	2.77e-02	2.270816	-4.308387	0.5755674	PNO1	partner of NOB1 homolog
214595_at	5.49e-02	2.77e-02	2.270732	-4.308561	0.9796585	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
212931_at	5.49e-02	2.77e-02	2.27053	-4.308977	0.3753418	TCF20	transcription factor 20
243588_at	5.50e-02	2.78e-02	2.269744	-4.3106	0.5730769		
210054_at	5.50e-02	2.78e-02	2.26974	-4.310607	0.4335754	HAUS3	HAUS augmin like complex subunit 3
218372_at	5.50e-02	2.78e-02	-2.26962	-4.310854	-0.437702	MED9	mediator complex subunit 9
209282_at	5.50e-02	2.78e-02	-2.26957	-4.310957	-0.4735593	PRKD2	protein kinase D2
218710_at	5.50e-02	2.78e-02	2.269416	-4.311275	0.3658234	TTC27	tetratricopeptide repeat domain 27
203570_at	5.51e-02	2.78e-02	2.268822	-4.3125	0.9339181	LOXL1	lysyl oxidase like 1
228136_s_at	5.52e-02	2.79e-02	-2.268388	-4.313395	-0.1630158	FAAP100	Fanconi anemia core complex associated protein 100
202640_s_at	5.52e-02	2.79e-02	-2.268334	-4.313507	-0.3489593	RANBP3	RAN binding protein 3
229072_at	5.52e-02	2.79e-02	-2.268255	-4.313668	-1.0548276	RAB30	RAB30, member RAS oncogene family
209410_s_at	5.52e-02	2.79e-02	2.268146	-4.313893	0.7191223	GRB10	growth factor receptor bound protein 10
202871_at	5.52e-02	2.79e-02	2.267778	-4.314653	0.823142	TRAF4	TNF receptor associated factor 4
225110_at	5.53e-02	2.79e-02	2.267504	-4.315218	0.3403885	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
212616_at	5.53e-02	2.79e-02	-2.2674	-4.315431	-0.340097	CHD9	chromodomain helicase DNA binding protein 9
222557_at	5.53e-02	2.79e-02	-2.267381	-4.31547	-0.7911222	STMN3	stathmin 3
226933_s_at	5.53e-02	2.79e-02	-2.266995	-4.316266	-1.3564441	ID4	inhibitor of DNA binding 4, HLH protein
204019_s_at	5.53e-02	2.79e-02	2.266963	-4.316332	0.6549314	SH3YL1	SH3 and SYLF domain containing 1
219033_at	5.54e-02	2.80e-02	2.266308	-4.317682	1.0356141	PARP8	poly(ADP-ribose) polymerase family member 8
223208_at	5.54e-02	2.80e-02	2.266278	-4.317742	0.3055384	KCTD10	potassium channel tetramerization domain containing 10
228956_at	5.54e-02	2.80e-02	2.266221	-4.317861	1.7836233	UGT8	UDP glycosyltransferase 8
204264_at	5.54e-02	2.80e-02	2.266132	-4.318045	0.3810709	CPT2	carnitine palmitoyltransferase 2
209084_s_at	5.55e-02	2.80e-02	2.265736	-4.318859	0.426746	RAB28	RAB28, member RAS oncogene family
1552343_s_at	5.55e-02	2.80e-02	2.26562	-4.319099	0.7494775	PDE7A	phosphodiesterase 7A
227120_at	5.55e-02	2.81e-02	2.265119	-4.320131	0.5285049	FOXP4	forkhead box P4
223631_s_at	5.55e-02	2.81e-02	-2.264945	-4.320488	-1.7335849	C19orf33	chromosome 19 open reading frame 33
211716_x_at	5.56e-02	2.81e-02	2.264702	-4.32099	0.435734	ARHGDIA	Rho GDP dissociation inhibitor alpha
218233_s_at	5.56e-02	2.81e-02	2.264563	-4.321275	0.2971563	TOMM6///PRICKLE4	translocase of outer mitochondrial membrane 6///prickle planar cell polarity protein 4
240846_at	5.56e-02	2.81e-02	2.264095	-4.322239	0.5277385	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
220351_at	5.57e-02	2.81e-02	-2.263914	-4.322611	-0.7981656	ACKR4	atypical chemokine receptor 4
222851_at	5.57e-02	2.82e-02	2.263812	-4.322821	0.4708092	ZNF654	zinc finger protein 654
230856_at	5.58e-02	2.82e-02	-2.262926	-4.324645	-0.6419993	ARSG	arylsulfatase G
223105_s_at	5.58e-02	2.82e-02	2.262885	-4.324728	0.3439587	TMEM14B///TMEM14C	transmembrane protein 14B///transmembrane protein 14C
213118_at	5.58e-02	2.82e-02	2.262612	-4.325291	0.4122452	UHRF1BP1L	UHRF1 binding protein 1 like
215145_s_at	5.58e-02	2.82e-02	2.262535	-4.32545	1.3527592	CNTNAP2	contactin associated protein-like 2
206510_at	5.58e-02	2.82e-02	2.262518	-4.325484	1.0308574	SIX2	SIX homeobox 2
218128_at	5.58e-02	2.82e-02	2.262488	-4.325545	0.5064221	NFYB	nuclear transcription factor Y subunit beta
212796_s_at	5.58e-02	2.82e-02	-2.262488	-4.325546	-0.5653669	TBC1D2B	TBC1 domain family member 2B
209963_s_at	5.59e-02	2.83e-02	-2.262011	-4.326527	-0.2518516	EPOR	erythropoietin receptor
238836_at	5.59e-02	2.83e-02	-2.261979	-4.326592	-0.2121254		
200725_x_at	5.59e-02	2.83e-02	-2.261676	-4.327215	-0.2773996	SNORA70///RPL10	small nucleolar RNA, H/ACA box 70///ribosomal protein L10
203459_s_at	5.59e-02	2.83e-02	-2.261578	-4.327417	-0.5000759	VPS16	VPS16, CORVET/HOPS core subunit
225198_at	5.59e-02	2.83e-02	2.261513	-4.32755	0.6127463	VAPA	VAMP associated protein A
241788_x_at	5.59e-02	2.83e-02	2.261507	-4.327562	0.5804023		
201685_s_at	5.59e-02	2.83e-02	-2.261451	-4.327678	-0.4460737	TOX4	TOX high mobility group box family member 4
232394_at	5.60e-02	2.83e-02	-2.261231	-4.328131	-0.1952754	LOC105371374	uncharacterized LOC105371374
201326_at	5.60e-02	2.83e-02	2.26123	-4.328134	0.4116077	CCT6A	chaperonin containing TCP1 subunit 6A
238863_x_at	5.60e-02	2.83e-02	-2.261174	-4.328249	-0.1765052	COG8	component of oligomeric golgi complex 8
218068_s_at	5.60e-02	2.83e-02	2.261099	-4.328402	0.4427648	ZNF672	zinc finger protein 672
207730_x_at	5.60e-02	2.83e-02	-2.260924	-4.328763	-0.2493319		
227151_at	5.60e-02	2.83e-02	-2.260899	-4.328813	-0.4277412	SNX33	sorting nexin 33
239143_x_at	5.60e-02	2.84e-02	2.260697	-4.32923	0.6296759	RNF138	ring finger protein 138
1554079_at	5.60e-02	2.84e-02	2.260693	-4.329236	0.8575145	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
226310_at	5.60e-02	2.84e-02	2.260481	-4.329673	0.5799954	RICTOR	RPTOR independent companion of MTOR complex 2
236073_at	5.60e-02	2.84e-02	-2.260463	-4.32971	-0.2028568	EPHA10	EPH receptor A10
201841_s_at	5.60e-02	2.84e-02	2.260409	-4.32982	0.6949001	HSPB1	heat shock protein family B (small) member 1
229665_at	5.61e-02	2.84e-02	2.260181	-4.33029	0.6209453	CSTF3	cleavage stimulation factor subunit 3
218931_at	5.61e-02	2.84e-02	-2.26009	-4.330477	-0.8454356	RAB17	RAB17, member RAS oncogene family
1556173_a_at	5.61e-02	2.84e-02	-2.259878	-4.330912	-0.458084	LOC105374809	uncharacterized LOC105374809
219141_s_at	5.61e-02	2.84e-02	-2.259507	-4.331675	-0.2145424	AMBRA1	autophagy and beclin 1 regulator 1
202990_at	5.61e-02	2.84e-02	-2.259411	-4.331873	-1.0633747	PYGL	phosphorylase, glycogen, liver
227625_s_at	5.62e-02	2.85e-02	-2.25914	-4.33243	-0.3972288	STUB1	STIP1 homology and U-box containing protein 1
204143_s_at	5.62e-02	2.85e-02	2.259059	-4.332595	0.7374274	ENOSF1	enolase superfamily member 1
1552691_at	5.62e-02	2.85e-02	2.258918	-4.332886	0.7041274	ARL11	ADP ribosylation factor like GTPase 11
217198_x_at	5.63e-02	2.85e-02	2.258311	-4.334132	0.6231322	IGHG1///IGHD///IGHA2///IGH	immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy locus
238056_at	5.63e-02	2.85e-02	2.258119	-4.334527	0.6624327	SDHC	succinate dehydrogenase complex subunit C
240839_at	5.63e-02	2.85e-02	2.257966	-4.334842	0.2887966		
235508_at	5.63e-02	2.86e-02	-2.257784	-4.335215	-0.6504143	PML	promyelocytic leukemia
222136_x_at	5.63e-02	2.86e-02	-2.257745	-4.335295	-0.5580427	ZNF729///ZNF43	zinc finger protein 729///zinc finger protein 43
233226_at	5.64e-02	2.86e-02	2.257142	-4.336534	0.3740648	PTPN9	protein tyrosine phosphatase, non-receptor type 9
215512_at	5.64e-02	2.86e-02	2.257003	-4.336818	0.8076423	MARCH6	membrane associated ring-CH-type finger 6
234137_s_at	5.64e-02	2.86e-02	-2.256942	-4.336944	-0.3574973		
203896_s_at	5.65e-02	2.86e-02	2.256534	-4.337781	0.9339794	PLCB4	phospholipase C beta 4
209800_at	5.65e-02	2.87e-02	2.256308	-4.338246	1.8977446	KRT16	keratin 16
235038_at	5.65e-02	2.87e-02	-2.256041	-4.338794	-0.2064103	KRR1	KRR1, small subunit processome component homolog
228752_at	5.66e-02	2.87e-02	-2.255873	-4.339139	-1.2693669	CRACR2A	calcium release activated channel regulator 2A
210405_x_at	5.66e-02	2.87e-02	2.255208	-4.340503	0.7607473	TNFRSF10B	TNF receptor superfamily member 10b
212691_at	5.67e-02	2.87e-02	2.254952	-4.341029	0.3512726	NUP188	nucleoporin 188
226579_at	5.67e-02	2.88e-02	-2.254506	-4.341942	-0.3913726		
241388_at	5.67e-02	2.88e-02	2.254425	-4.342109	0.7354986	LOC101927451	uncharacterized LOC101927451
221849_s_at	5.67e-02	2.88e-02	2.254294	-4.342378	0.5475686	DCAF15	DDB1 and CUL4 associated factor 15
223353_at	5.67e-02	2.88e-02	-2.254281	-4.342405	-0.4005522	MOB2	MOB kinase activator 2
241720_at	5.68e-02	2.88e-02	2.254218	-4.342533	0.3849536	ZNF326	zinc finger protein 326
211701_s_at	5.68e-02	2.88e-02	-2.254186	-4.342599	-0.8796939	TRO	trophinin
200794_x_at	5.68e-02	2.88e-02	2.254044	-4.34289	0.4089342	DAZAP2	DAZ associated protein 2
230226_s_at	5.68e-02	2.88e-02	2.253664	-4.34367	0.5977767	KDM5A	lysine demethylase 5A
232338_at	5.69e-02	2.89e-02	2.253183	-4.344656	0.7162113	ZNF431	zinc finger protein 431
241702_at	5.69e-02	2.89e-02	2.253117	-4.344792	0.3892422		
243754_at	5.69e-02	2.89e-02	2.252713	-4.345621	1.1381047		
226043_at	5.70e-02	2.89e-02	-2.252011	-4.347059	-0.5909284	GPSM1	G-protein signaling modulator 1
225406_at	5.70e-02	2.90e-02	2.251855	-4.347378	0.5590798	TWSG1	twisted gastrulation BMP signaling modulator 1
227853_at	5.70e-02	2.90e-02	-2.251763	-4.347566	-0.5151907	PLBD2	phospholipase B domain containing 2
202237_at	5.71e-02	2.90e-02	-2.251402	-4.348307	-0.6880587	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase
227064_at	5.71e-02	2.90e-02	-2.251371	-4.34837	-0.5699254	ANKRD40	ankyrin repeat domain 40
224677_x_at	5.71e-02	2.90e-02	2.251153	-4.348817	0.2832985	C11orf31	chromosome 11 open reading frame 31
209018_s_at	5.72e-02	2.90e-02	-2.250749	-4.349645	-0.5592009	PINK1	PTEN induced putative kinase 1
208073_x_at	5.72e-02	2.90e-02	-2.250421	-4.350317	-0.4009084	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
205429_s_at	5.72e-02	2.91e-02	2.250415	-4.350329	0.8252981	MPP6	membrane palmitoylated protein 6
215068_s_at	5.72e-02	2.91e-02	2.250321	-4.350522	0.5250106	FBXL18	F-box and leucine rich repeat protein 18
232579_at	5.73e-02	2.91e-02	2.249725	-4.351742	0.6868412	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head)
214179_s_at	5.73e-02	2.91e-02	-2.24972	-4.351753	-0.4997077	NFE2L1	nuclear factor, erythroid 2 like 1
221598_s_at	5.73e-02	2.91e-02	2.249646	-4.351905	0.4076631	MED27	mediator complex subunit 27
212881_at	5.73e-02	2.91e-02	2.249614	-4.35197	0.3828854	PIAS4	protein inhibitor of activated STAT 4
1555439_at	5.73e-02	2.91e-02	2.249535	-4.352133	0.5945136	GTF3C3	general transcription factor IIIC subunit 3
206378_at	5.73e-02	2.91e-02	-2.249376	-4.352457	-3.4584657	SCGB2A2	secretoglobin family 2A member 2
215465_at	5.73e-02	2.91e-02	2.24919	-4.352837	1.4779501	ABCA12	ATP binding cassette subfamily A member 12
225640_at	5.74e-02	2.91e-02	2.249059	-4.353107	0.4146848	EBLN3P	endogenous Bornavirus-like nucleoprotein 3, pseudogene
203686_at	5.74e-02	2.92e-02	2.248348	-4.354561	0.5317164	MPG	N-methylpurine DNA glycosylase
226347_at	5.75e-02	2.92e-02	2.248144	-4.35498	0.4435677		
242292_at	5.75e-02	2.92e-02	-2.247609	-4.356073	-0.5426903	FAM226B///FAM226A	family with sequence similarity 226 member B (non-protein coding)///family with sequence similarity 226 member A (non-protein coding)
219458_s_at	5.75e-02	2.92e-02	2.24758	-4.356133	0.3150061	NSUN3	NOP2/Sun RNA methyltransferase family member 3
209588_at	5.76e-02	2.93e-02	2.247424	-4.356452	0.1909508	EPHB2	EPH receptor B2
1563120_at	5.76e-02	2.93e-02	2.247177	-4.356959	1.1439817	LOC100131270///LOC100129029	uncharacterized LOC100131270///uncharacterized LOC100129029
211304_x_at	5.76e-02	2.93e-02	-2.247106	-4.357104	-0.1711924	KCNJ5	potassium voltage-gated channel subfamily J member 5
219833_s_at	5.76e-02	2.93e-02	-2.24671	-4.357913	-0.8501269	EFHC1	EF-hand domain containing 1
214789_x_at	5.77e-02	2.93e-02	2.246258	-4.358838	0.4876109	SRSF8	serine and arginine rich splicing factor 8
210993_s_at	5.78e-02	2.94e-02	2.245339	-4.360717	0.6636157	SMAD1	SMAD family member 1
206277_at	5.79e-02	2.94e-02	2.244909	-4.361597	0.6981804	P2RY2	purinergic receptor P2Y2
212693_at	5.79e-02	2.94e-02	2.244618	-4.362192	0.7112085	MDN1	midasin AAA ATPase 1
211804_s_at	5.79e-02	2.94e-02	2.244574	-4.362281	0.5479479	CDK2	cyclin dependent kinase 2
225301_s_at	5.80e-02	2.95e-02	2.24421	-4.363025	1.0802942	MYO5B	myosin VB
232796_at	5.80e-02	2.95e-02	2.244088	-4.363276	0.7849484		
242526_at	5.80e-02	2.95e-02	-2.244065	-4.363322	-0.2122373		
209287_s_at	5.80e-02	2.95e-02	2.243977	-4.363502	0.6552781	CDC42EP3	CDC42 effector protein 3
203329_at	5.80e-02	2.95e-02	-2.243913	-4.363632	-0.7046482	PTPRM	protein tyrosine phosphatase, receptor type M
217878_s_at	5.80e-02	2.95e-02	2.243748	-4.363969	0.4192273	CDC27	cell division cycle 27
233908_x_at	5.80e-02	2.95e-02	-2.243442	-4.364594	-0.9342026		
229429_x_at	5.81e-02	2.96e-02	-2.242956	-4.365587	-0.6417268	LINC00623	long intergenic non-protein coding RNA 623
213449_at	5.81e-02	2.96e-02	2.242864	-4.365777	0.7092592	POP1	POP1 homolog, ribonuclease P/MRP subunit
1556190_s_at	5.81e-02	2.96e-02	2.242862	-4.365781	1.1104795	LOC100507516	uncharacterized LOC100507516
217179_x_at	5.81e-02	2.96e-02	2.242587	-4.366341	1.4839217	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
228249_at	5.82e-02	2.96e-02	-2.242285	-4.366959	-0.4050306	C11orf74	chromosome 11 open reading frame 74
205501_at	5.82e-02	2.96e-02	2.24198	-4.367582	0.9676306	PDE10A	phosphodiesterase 10A
225254_at	5.82e-02	2.96e-02	-2.241963	-4.367617	-0.3329337	CCDC97	coiled-coil domain containing 97
229173_at	5.82e-02	2.96e-02	2.241958	-4.367626	0.5154791	LNPK	lunapark, ER junction formation factor
235977_at	5.82e-02	2.96e-02	-2.241946	-4.367651	-0.6903152	LONRF2	LON peptidase N-terminal domain and ring finger 2
202806_at	5.82e-02	2.96e-02	2.241745	-4.368062	0.5897384	DBN1	drebrin 1
202185_at	5.82e-02	2.96e-02	2.241721	-4.36811	0.6798259	PLOD3	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
